id,quality_grade,image_url,scientific_name,common_name
20010790,research,https://inaturalist-open-data.s3.amazonaws.com/photos/30885776/medium.jpeg,Fringilla coelebs,Зяблик
21008692,research,https://inaturalist-open-data.s3.amazonaws.com/photos/32447958/medium.jpeg,Fringilla coelebs,Зяблик
24202511,research,https://inaturalist-open-data.s3.amazonaws.com/photos/37425451/medium.jpeg,Fringilla coelebs,Зяблик
24203450,research,https://inaturalist-open-data.s3.amazonaws.com/photos/37427045/medium.jpeg,Fringilla coelebs,Зяблик
24721837,research,https://inaturalist-open-data.s3.amazonaws.com/photos/38232095/medium.jpeg,Fringilla coelebs,Зяблик
24741416,research,https://inaturalist-open-data.s3.amazonaws.com/photos/38261449/medium.jpeg,Fringilla coelebs,Зяблик
25370951,research,https://inaturalist-open-data.s3.amazonaws.com/photos/39286469/medium.jpeg,Fringilla coelebs,Зяблик
26321958,research,https://inaturalist-open-data.s3.amazonaws.com/photos/40865271/medium.jpeg,Fringilla coelebs,Зяблик
26400169,research,https://inaturalist-open-data.s3.amazonaws.com/photos/40992724/medium.jpeg,Fringilla coelebs,Зяблик
37496845,research,https://inaturalist-open-data.s3.amazonaws.com/photos/59452711/medium.jpeg,Fringilla coelebs,Зяблик
40257338,research,https://inaturalist-open-data.s3.amazonaws.com/photos/63952756/medium.jpeg,Fringilla coelebs,Зяблик
42377515,research,https://inaturalist-open-data.s3.amazonaws.com/photos/67284487/medium.jpeg,Fringilla coelebs,Зяблик
42695438,research,https://inaturalist-open-data.s3.amazonaws.com/photos/67803600/medium.jpeg,Fringilla coelebs,Зяблик
45307288,research,https://inaturalist-open-data.s3.amazonaws.com/photos/71838512/medium.jpeg,Fringilla coelebs,Зяблик
47801863,research,https://inaturalist-open-data.s3.amazonaws.com/photos/75828486/medium.jpg,Fringilla coelebs,Зяблик
57310199,research,https://inaturalist-open-data.s3.amazonaws.com/photos/91403117/medium.jpeg,Fringilla coelebs,Зяблик
61084548,research,https://inaturalist-open-data.s3.amazonaws.com/photos/97713327/medium.jpg,Fringilla coelebs,Зяблик
61084564,research,https://inaturalist-open-data.s3.amazonaws.com/photos/97713703/medium.jpg,Fringilla coelebs,Зяблик
63783107,research,https://inaturalist-open-data.s3.amazonaws.com/photos/102426377/medium.jpeg,Fringilla coelebs,Зяблик
73132547,research,https://inaturalist-open-data.s3.amazonaws.com/photos/119357748/medium.jpeg,Fringilla coelebs,Зяблик
73739313,research,https://static.inaturalist.org/photos/120425867/medium.jpg,Fringilla coelebs,Зяблик
73739314,research,https://static.inaturalist.org/photos/120425878/medium.jpg,Fringilla coelebs,Зяблик
75663105,research,https://static.inaturalist.org/photos/123814255/medium.jpg,Fringilla coelebs,Зяблик
76675697,research,https://inaturalist-open-data.s3.amazonaws.com/photos/125404471/medium.jpeg,Fringilla coelebs,Зяблик
80597892,research,https://static.inaturalist.org/photos/132107556/medium.jpeg,Fringilla coelebs,Зяблик
84833367,research,https://inaturalist-open-data.s3.amazonaws.com/photos/139480681/medium.jpeg,Fringilla coelebs,Зяблик
86843620,research,https://inaturalist-open-data.s3.amazonaws.com/photos/143135777/medium.jpeg,Fringilla coelebs,Зяблик
93357957,research,https://inaturalist-open-data.s3.amazonaws.com/photos/154722571/medium.jpeg,Fringilla coelebs,Зяблик
93456564,research,https://inaturalist-open-data.s3.amazonaws.com/photos/154898803/medium.jpg,Fringilla coelebs,Зяблик
95252069,research,https://inaturalist-open-data.s3.amazonaws.com/photos/167239917/medium.jpg,Fringilla coelebs,Зяблик
105663162,research,https://static.inaturalist.org/photos/177336531/medium.jpg,Fringilla coelebs,Зяблик
105663187,research,https://static.inaturalist.org/photos/177336663/medium.jpg,Fringilla coelebs,Зяблик
110978091,research,https://static.inaturalist.org/photos/187294933/medium.jpg,Fringilla coelebs,Зяблик
111115109,research,https://inaturalist-open-data.s3.amazonaws.com/photos/187536827/medium.jpeg,Fringilla coelebs,Зяблик
111984123,research,https://inaturalist-open-data.s3.amazonaws.com/photos/189104660/medium.jpg,Fringilla coelebs,Зяблик
112820447,research,https://inaturalist-open-data.s3.amazonaws.com/photos/190593375/medium.jpeg,Fringilla coelebs,Зяблик
112822773,research,https://inaturalist-open-data.s3.amazonaws.com/photos/190597538/medium.jpeg,Fringilla coelebs,Зяблик
112835851,research,https://inaturalist-open-data.s3.amazonaws.com/photos/190620707/medium.jpeg,Fringilla coelebs,Зяблик
112862073,research,https://inaturalist-open-data.s3.amazonaws.com/photos/190666889/medium.jpeg,Fringilla coelebs,Зяблик
113697087,research,https://inaturalist-open-data.s3.amazonaws.com/photos/192075673/medium.jpeg,Fringilla coelebs,Зяблик
114800671,research,https://static.inaturalist.org/photos/193807718/medium.jpg,Fringilla coelebs,Зяблик
114800674,research,https://static.inaturalist.org/photos/193807898/medium.jpg,Fringilla coelebs,Зяблик
116732434,research,https://inaturalist-open-data.s3.amazonaws.com/photos/197072747/medium.jpeg,Fringilla coelebs,Зяблик
117198870,research,https://inaturalist-open-data.s3.amazonaws.com/photos/197901452/medium.jpeg,Fringilla coelebs,Зяблик
117482740,research,https://inaturalist-open-data.s3.amazonaws.com/photos/198409773/medium.jpeg,Fringilla coelebs,Зяблик
117482794,research,https://inaturalist-open-data.s3.amazonaws.com/photos/198410205/medium.jpeg,Fringilla coelebs,Зяблик
117482802,research,https://inaturalist-open-data.s3.amazonaws.com/photos/198410257/medium.jpeg,Fringilla coelebs,Зяблик
117482810,research,https://inaturalist-open-data.s3.amazonaws.com/photos/198410328/medium.jpeg,Fringilla coelebs,Зяблик
117482848,research,https://inaturalist-open-data.s3.amazonaws.com/photos/198410528/medium.jpeg,Fringilla coelebs,Зяблик
117706186,research,https://inaturalist-open-data.s3.amazonaws.com/photos/198816767/medium.jpeg,Fringilla coelebs,Зяблик
118406096,research,https://static.inaturalist.org/photos/200048937/medium.jpg,Fringilla coelebs,Зяблик
119294696,research,https://static.inaturalist.org/photos/201642678/medium.jpg,Fringilla coelebs,Зяблик
132790371,research,https://inaturalist-open-data.s3.amazonaws.com/photos/226088160/medium.jpg,Fringilla coelebs,Зяблик
132978611,research,https://inaturalist-open-data.s3.amazonaws.com/photos/226437211/medium.jpeg,Fringilla coelebs,Зяблик
133619984,research,https://static.inaturalist.org/photos/227626623/medium.jpg,Fringilla coelebs,Зяблик
135181794,research,https://inaturalist-open-data.s3.amazonaws.com/photos/230518308/medium.jpg,Fringilla coelebs,Зяблик
