id,quality_grade,image_url,scientific_name,common_name
22838746,research,https://inaturalist-open-data.s3.amazonaws.com/photos/35397814/medium.jpeg,Carduelis carduelis,Черноголовый щегол
24730460,research,https://inaturalist-open-data.s3.amazonaws.com/photos/38245403/medium.jpeg,Carduelis carduelis,Черноголовый щегол
27944244,research,https://inaturalist-open-data.s3.amazonaws.com/photos/43525674/medium.jpg,Carduelis carduelis,Черноголовый щегол
37566658,research,https://inaturalist-open-data.s3.amazonaws.com/photos/59578055/medium.jpeg,Carduelis carduelis,Черноголовый щегол
44637096,research,https://inaturalist-open-data.s3.amazonaws.com/photos/70767453/medium.jpeg,Carduelis carduelis,Черноголовый щегол
55253009,research,https://inaturalist-open-data.s3.amazonaws.com/photos/87970096/medium.jpg,Carduelis carduelis,Черноголовый щегол
57310198,research,https://inaturalist-open-data.s3.amazonaws.com/photos/91403055/medium.jpeg,Carduelis carduelis,Черноголовый щегол
63782566,research,https://inaturalist-open-data.s3.amazonaws.com/photos/102425488/medium.jpeg,Carduelis carduelis,Черноголовый щегол
67627137,research,https://inaturalist-open-data.s3.amazonaws.com/photos/109308282/medium.jpeg,Carduelis carduelis,Черноголовый щегол
73738745,research,https://static.inaturalist.org/photos/120422799/medium.jpg,Carduelis carduelis,Черноголовый щегол
77426226,research,https://inaturalist-open-data.s3.amazonaws.com/photos/126625581/medium.jpeg,Carduelis carduelis,Черноголовый щегол
80103010,research,https://inaturalist-open-data.s3.amazonaws.com/photos/131258968/medium.jpg,Carduelis carduelis,Черноголовый щегол
92896052,research,https://inaturalist-open-data.s3.amazonaws.com/photos/153884653/medium.jpeg,Carduelis carduelis,Черноголовый щегол
93456558,research,https://inaturalist-open-data.s3.amazonaws.com/photos/154898552/medium.jpg,Carduelis carduelis,Черноголовый щегол
97677397,research,https://static.inaturalist.org/photos/162483930/medium.jpg,Carduelis carduelis,Черноголовый щегол
109059492,research,https://static.inaturalist.org/photos/183739218/medium.jpg,Carduelis carduelis,Черноголовый щегол
117482735,research,https://inaturalist-open-data.s3.amazonaws.com/photos/198409718/medium.jpeg,Carduelis carduelis,Черноголовый щегол
117482737,research,https://inaturalist-open-data.s3.amazonaws.com/photos/198409737/medium.jpeg,Carduelis carduelis,Черноголовый щегол
117482855,research,https://inaturalist-open-data.s3.amazonaws.com/photos/198410571/medium.jpeg,Carduelis carduelis,Черноголовый щегол
119408886,research,https://inaturalist-open-data.s3.amazonaws.com/photos/201847490/medium.jpeg,Carduelis carduelis,Черноголовый щегол
122806966,research,https://inaturalist-open-data.s3.amazonaws.com/photos/207953623/medium.jpeg,Carduelis carduelis,Черноголовый щегол
129530931,research,https://static.inaturalist.org/photos/220139140/medium.jpg,Carduelis carduelis,Черноголовый щегол
138743818,research,https://static.inaturalist.org/photos/237184508/medium.jpeg,Carduelis carduelis,Черноголовый щегол
142694302,research,https://inaturalist-open-data.s3.amazonaws.com/photos/244685925/medium.jpeg,Carduelis carduelis,Черноголовый щегол
155778597,research,https://static.inaturalist.org/photos/269309868/medium.jpg,Carduelis carduelis,Черноголовый щегол
155860670,research,https://inaturalist-open-data.s3.amazonaws.com/photos/269461396/medium.jpg,Carduelis carduelis,Черноголовый щегол
156740368,research,https://static.inaturalist.org/photos/271060981/medium.jpg,Carduelis carduelis,Черноголовый щегол
158518880,research,https://inaturalist-open-data.s3.amazonaws.com/photos/273954336/medium.jpg,Carduelis carduelis,Черноголовый щегол
158523744,research,https://inaturalist-open-data.s3.amazonaws.com/photos/273962181/medium.jpg,Carduelis carduelis,Черноголовый щегол
160878150,research,https://inaturalist-open-data.s3.amazonaws.com/photos/278038276/medium.jpg,Carduelis carduelis,Черноголовый щегол
165407176,research,https://inaturalist-open-data.s3.amazonaws.com/photos/286316308/medium.jpeg,Carduelis carduelis,Черноголовый щегол
